Company,Model,Year,Engine Size (L),Fuel Type,Price (USD)
BMW,5 Series,2019,3.5,Diesel,42102.73
Mercedes-Benz,E-Class,2016,4.3,Electric,19401.58
Volkswagen,Golf,2020,2,Electric,60361.89
Hyundai,Tucson,2020,3,Petrol,33052.36
Ford,Focus,2012,3,Diesel,18725.78
BMW,5 Series,2017,3.7,Electric,49879.02
Mercedes-Benz,S-Class,2013,1.8,Electric,58185.56
Chevrolet,Malibu,2020,1.9,Diesel,46504.9
Ford,Fiesta,2017,4,Petrol,49043.95
Volkswagen,Passat,2015,3.2,Hybrid,31879.47
Mercedes-Benz,S-Class,2010,4.2,Electric,63219
Toyota,Camry,2019,2.7,Electric,15957.74
Mercedes-Benz,E-Class,2020,2.8,Petrol,43808.93
Ford,Focus,2012,3.7,Petrol,39933.13
Honda,Pilot,2011,4.7,Diesel,44015.73
Ford,Focus,2012,2.1,Hybrid,45235.83
BMW,X3,2020,1.4,Diesel,27404.15
BMW,X5,2014,4.1,Electric,56576.77
Chevrolet,Equinox,2011,1.8,Diesel,44334.43
Volkswagen,Golf,2011,3.8,Hybrid,50287.42
Toyota,RAV4,2020,2.2,Diesel,50268.85
Volkswagen,Atlas,2012,3.5,Electric,42729.73
Chevrolet,Equinox,2018,3.4,Electric,37606.36
Volkswagen,Passat,2014,2.5,Petrol,48332.45
Chevrolet,Spark,2017,3.4,Electric,15489.58
Volkswagen,Tiguan,2015,4.3,Electric,66566.68
BMW,3 Series,2011,3.5,Diesel,68433.69
Honda,Fit,2018,4.2,Diesel,40740.85
Audi,A4,2010,1.3,Electric,27230.27
BMW,X5,2016,3.1,Hybrid,21994.32
Chevrolet,Impala,2019,3,Petrol,50657.06
Ford,Fiesta,2010,4.1,Electric,49354.64
Nissan,Altima,2016,5,Hybrid,56593.25
Nissan,Altima,2011,1.3,Diesel,26099.44
Chevrolet,Impala,2011,4.9,Petrol,55287.79
Nissan,Rogue,2018,4.2,Hybrid,58433.59
Volkswagen,Tiguan,2012,2.2,Hybrid,25799.23
Nissan,Versa,2017,1.8,Electric,62776.76
Toyota,Corolla,2011,1.8,Electric,56564.99
BMW,X3,2018,1.8,Hybrid,37681.28
Ford,Mustang,2020,2.2,Petrol,76948.7
Audi,A3,2012,1.2,Diesel,57041.42
Ford,Explorer,2011,3.8,Diesel,17185.98
Audi,Q5,2014,1.5,Petrol,17051.77
BMW,X3,2014,3.3,Electric,30634.97
Chevrolet,Tahoe,2019,2.6,Diesel,76576.18
Audi,Q7,2011,1.6,Petrol,38045.42
BMW,5 Series,2019,1.8,Hybrid,46694.99
Nissan,Murano,2013,1.3,Hybrid,66135.85
Toyota,Highlander,2016,2.3,Diesel,37748.82
Volkswagen,Atlas,2016,1.5,Hybrid,22120.56
Hyundai,Santa Fe,2020,2.2,Diesel,43745.01
Ford,F-150,2020,4,Petrol,53169.99
Ford,Fiesta,2016,3.3,Electric,46484.05
Audi,Q5,2012,4.2,Electric,53887.58
Toyota,Camry,2018,4.9,Hybrid,45641.65
Honda,Pilot,2010,1.5,Electric,30793.59
Chevrolet,Malibu,2018,4.6,Petrol,51627.63
Mercedes-Benz,GLC,2016,2,Electric,33639.4
Toyota,RAV4,2012,1,Electric,45393.22
Ford,F-150,2015,4.6,Petrol,17326.84
Ford,Explorer,2013,4.3,Diesel,43959.93
Honda,CR-V,2019,2.2,Petrol,16952.16
Ford,Mustang,2019,2.2,Hybrid,69416.85
BMW,5 Series,2019,3,Petrol,29292.55
BMW,3 Series,2020,2.5,Diesel,42364.82
Hyundai,Tucson,2015,1.8,Petrol,36563.13
Honda,CR-V,2012,2.8,Hybrid,38468.21
Audi,Q5,2015,3.8,Electric,53836.15
Hyundai,Kona,2014,2.3,Diesel,61527.06
Chevrolet,Impala,2018,2.7,Hybrid,25748.86
Nissan,Altima,2020,4.6,Hybrid,66723.19
Ford,Fiesta,2020,1.3,Hybrid,76757.64
Volkswagen,Atlas,2012,3.9,Electric,61371.18
Honda,Fit,2017,2.6,Diesel,59186.58
Volkswagen,Tiguan,2011,2,Electric,47438.61
Mercedes-Benz,E-Class,2013,4.2,Petrol,67068.64
Nissan,Altima,2016,3.1,Petrol,39260.25
Mercedes-Benz,GLA,2017,2.1,Electric,63191.23
Honda,CR-V,2019,4.2,Hybrid,44775.28
Volkswagen,Tiguan,2017,2.9,Petrol,33571.2
Volkswagen,Jetta,2016,1.2,Hybrid,40853.17
Audi,A3,2016,4.5,Hybrid,69673.76
Audi,A4,2016,4.4,Petrol,18404.39
Honda,Fit,2010,3.3,Hybrid,26134.18
Audi,A6,2013,3.5,Petrol,55812
Mercedes-Benz,S-Class,2018,3.6,Petrol,26356.64
Nissan,Altima,2012,4.2,Diesel,60375.25
Mercedes-Benz,S-Class,2020,2.4,Petrol,15417.12
BMW,3 Series,2018,1.2,Petrol,19658.04
Toyota,RAV4,2015,2.3,Electric,67803.87
Toyota,Highlander,2010,1.4,Electric,35430.41
Chevrolet,Malibu,2011,4.7,Diesel,60811.51
BMW,7 Series,2010,3.4,Electric,22040.48
Chevrolet,Equinox,2010,3.3,Electric,32736.53
Mercedes-Benz,S-Class,2013,4.4,Petrol,78459.21
Audi,A6,2015,3.1,Petrol,26152.84
Nissan,Sentra,2018,2.8,Diesel,64944.19
Chevrolet,Malibu,2019,4.1,Diesel,40593.64
Honda,CR-V,2017,1.1,Hybrid,35524.91
Mercedes-Benz,S-Class,2013,3.7,Petrol,19483.09
Toyota,Prius,2017,4,Hybrid,57089.85
Chevrolet,Tahoe,2019,4.9,Petrol,34794.05
Hyundai,Santa Fe,2010,2.3,Electric,23327.77
Ford,Focus,2017,5,Diesel,51939.18
Chevrolet,Spark,2010,3,Diesel,38299.02
Nissan,Rogue,2017,2.6,Diesel,55628.66
BMW,X3,2016,3.8,Electric,78700.06
Toyota,Highlander,2017,2.3,Diesel,73759.67
BMW,3 Series,2014,3.2,Diesel,38896.81
Toyota,Highlander,2014,2,Petrol,35403.89
Mercedes-Benz,GLC,2015,4.1,Diesel,37355.18
Volkswagen,Golf,2016,2.6,Hybrid,59470.38
BMW,3 Series,2011,3.6,Diesel,47828.98
Audi,A3,2019,3.7,Hybrid,79290.56
Chevrolet,Impala,2010,2.5,Hybrid,49131.88
Mercedes-Benz,GLA,2013,4.7,Hybrid,67475.26
Audi,Q5,2016,3.6,Electric,45701.02
BMW,X3,2015,3.4,Petrol,24547.87
Audi,Q5,2014,3.9,Petrol,28198.66
Mercedes-Benz,GLA,2013,2.6,Hybrid,50823.1
Honda,CR-V,2013,3.5,Diesel,68413.75
Chevrolet,Spark,2010,4.9,Hybrid,23354.67
Chevrolet,Malibu,2016,1.6,Diesel,72533.65
BMW,3 Series,2015,3.4,Petrol,79143.25
Hyundai,Tucson,2020,2.1,Diesel,47106.81
Mercedes-Benz,GLC,2012,4.6,Diesel,28639.2
Hyundai,Elantra,2014,4.6,Petrol,27835.78
Mercedes-Benz,C-Class,2018,2.7,Diesel,32825.74
Chevrolet,Spark,2010,1.5,Diesel,36967.96
Honda,Fit,2014,4.1,Petrol,48553.2
Hyundai,Santa Fe,2019,1.7,Electric,69785.45
Audi,Q5,2018,1.3,Hybrid,19024.79
Hyundai,Sonata,2012,2.3,Hybrid,62786.45
BMW,5 Series,2017,5,Petrol,77177.42
Ford,Mustang,2012,2.7,Diesel,76336.64
Nissan,Rogue,2011,4.9,Diesel,56405.85
Volkswagen,Passat,2020,4.9,Hybrid,36401.31
Ford,Mustang,2015,2.1,Petrol,22403.67
BMW,7 Series,2016,2.3,Petrol,35893.47
Mercedes-Benz,GLC,2010,2.2,Electric,48551.89
Honda,CR-V,2018,4.2,Petrol,66872.31
Honda,CR-V,2016,4.5,Electric,18676.88
Honda,Pilot,2016,2.1,Petrol,33858.41
Chevrolet,Spark,2015,1.4,Petrol,53424.6
Audi,A3,2011,2.2,Petrol,44974
Nissan,Sentra,2010,1.8,Petrol,27162.76
Nissan,Murano,2016,1.6,Electric,15475.95
Audi,Q7,2013,2.4,Hybrid,55295.52
Volkswagen,Atlas,2011,4.4,Petrol,19528.26
Volkswagen,Passat,2013,3.7,Hybrid,79142.77
Audi,A3,2014,2.7,Hybrid,58444.07
BMW,X3,2016,1.4,Diesel,39411.18
Mercedes-Benz,E-Class,2012,2.2,Diesel,32750.32
Ford,Fiesta,2011,1.8,Hybrid,65265.98
Toyota,RAV4,2011,2.8,Petrol,22589.03
Nissan,Rogue,2016,2.7,Petrol,55995.7
Nissan,Murano,2015,1.1,Petrol,19545.89
Ford,Fiesta,2018,2.7,Diesel,44195.6
BMW,X5,2011,2.7,Hybrid,47677.52
Mercedes-Benz,C-Class,2018,1.5,Electric,42062.71
Chevrolet,Equinox,2016,1.5,Petrol,50439.42
BMW,X3,2018,3.6,Diesel,30048.76
Ford,F-150,2011,1.7,Diesel,26901.33
Toyota,RAV4,2016,3.8,Electric,53946.61
Nissan,Versa,2010,2.7,Electric,60242.34
Audi,Q5,2018,4.2,Petrol,79686.43
Honda,CR-V,2020,3.8,Petrol,27170.83
Chevrolet,Malibu,2017,4.3,Diesel,74925.92
Chevrolet,Malibu,2013,1.8,Diesel,54074.51
Mercedes-Benz,S-Class,2013,3,Diesel,71188.66
Mercedes-Benz,GLA,2018,4.5,Diesel,41068.32
Audi,Q7,2011,2.2,Hybrid,22449.62
Nissan,Murano,2013,2.3,Hybrid,25992.42
Audi,Q5,2010,4.1,Petrol,53490.17
Nissan,Rogue,2010,3.4,Diesel,25579
Volkswagen,Tiguan,2010,1.9,Petrol,34529.97
BMW,3 Series,2015,3.2,Petrol,76771.17
Hyundai,Santa Fe,2012,3.9,Hybrid,53857.05
Chevrolet,Malibu,2010,2.6,Electric,37709.4
Volkswagen,Jetta,2013,2.8,Petrol,53464.56
Ford,Focus,2010,3.2,Diesel,24038.21
BMW,5 Series,2011,2.3,Hybrid,63922.23
Mercedes-Benz,S-Class,2012,4.1,Hybrid,77912.19
Nissan,Altima,2016,3,Diesel,19009.24
Ford,F-150,2014,3.2,Electric,50982.35
Toyota,Camry,2013,3.8,Hybrid,19233.73
Ford,Focus,2013,5,Electric,37796.57
BMW,X3,2014,3.6,Petrol,78966.98
Ford,Explorer,2020,2.4,Diesel,78078.7
Mercedes-Benz,GLA,2015,2.9,Electric,25842.65
Chevrolet,Spark,2020,2.6,Electric,16496.25
Volkswagen,Jetta,2020,4.3,Electric,77859.65
Ford,Fiesta,2015,1.9,Electric,29936.51
Ford,Fiesta,2012,4,Diesel,48430.15
Mercedes-Benz,E-Class,2017,1.2,Petrol,26722.11
Nissan,Sentra,2019,3.2,Diesel,25405.31
BMW,7 Series,2012,2.3,Hybrid,53810.76
Volkswagen,Jetta,2019,4.8,Electric,77868.8
Audi,A6,2020,3,Electric,15853.39
Toyota,RAV4,2013,1,Electric,58590.07
BMW,X3,2018,3.2,Diesel,25218.78
Toyota,Camry,2018,1.7,Hybrid,20646.18
BMW,5 Series,2013,5,Diesel,62004.37
Volkswagen,Jetta,2014,2.2,Petrol,35786.57
Ford,Explorer,2012,4,Diesel,60155.56
Volkswagen,Passat,2019,2.8,Petrol,25824.03
Volkswagen,Tiguan,2016,4,Petrol,68152.08
Volkswagen,Golf,2011,2.7,Diesel,38290.97
Volkswagen,Jetta,2019,4.9,Electric,64776.06
Nissan,Rogue,2015,1.7,Diesel,17494.14
Chevrolet,Malibu,2012,1.1,Petrol,77311.93
Honda,Fit,2015,4.9,Hybrid,58340.49
Volkswagen,Golf,2012,3.3,Hybrid,76482.8
BMW,3 Series,2010,3.6,Petrol,44544.47
Volkswagen,Jetta,2017,3.4,Diesel,57693.54
Mercedes-Benz,E-Class,2014,2.7,Electric,33405.42
Mercedes-Benz,GLA,2015,3.3,Petrol,45645.19
Chevrolet,Malibu,2016,2.6,Hybrid,19587.85
Nissan,Rogue,2020,3.5,Diesel,52709.5
Chevrolet,Equinox,2014,3.9,Hybrid,73749.1
Honda,Fit,2017,2,Diesel,45265.85
Honda,Civic,2015,1.3,Electric,76122.53
Honda,Civic,2013,4.6,Diesel,15546.19
BMW,7 Series,2010,3.3,Petrol,16548.92
Audi,Q5,2019,4.7,Petrol,63144.08
Toyota,Prius,2013,1.9,Diesel,34705.8
Ford,Focus,2015,1.1,Diesel,31521.47
Mercedes-Benz,E-Class,2017,1.8,Diesel,54787.21
Toyota,Prius,2014,4,Electric,74479.66
Mercedes-Benz,E-Class,2013,3.2,Electric,79317.5
Audi,A6,2020,1.9,Electric,43393.85
Toyota,Prius,2011,1.9,Electric,50568.3
Audi,A6,2013,4.8,Hybrid,40786.8
Honda,Pilot,2014,4.8,Hybrid,29381.17
Nissan,Altima,2017,4.7,Hybrid,34023.06
Ford,F-150,2010,3.1,Diesel,44512.65
Nissan,Sentra,2013,4.4,Hybrid,34526.63
BMW,5 Series,2020,1.6,Diesel,77935.75
Chevrolet,Spark,2010,1.1,Petrol,76603.99
Volkswagen,Atlas,2020,1.4,Electric,64693.06
Nissan,Rogue,2016,3.6,Petrol,44165.02
Honda,Pilot,2015,4.8,Electric,46685.8
BMW,X5,2011,2,Petrol,49210.87
Toyota,Corolla,2011,2,Electric,20245.52
Honda,Pilot,2020,3.7,Electric,76180.19
Honda,Pilot,2019,3.4,Electric,41509.75
Toyota,Corolla,2010,2.2,Diesel,34848.18
Mercedes-Benz,S-Class,2013,4.4,Diesel,33814.7
Volkswagen,Tiguan,2011,2.1,Electric,53487.82
Chevrolet,Malibu,2017,3.1,Electric,18669.54
Mercedes-Benz,C-Class,2012,2,Diesel,15299.29
Hyundai,Sonata,2012,1.2,Petrol,38415.42
Mercedes-Benz,E-Class,2014,4.4,Hybrid,64960.19
Volkswagen,Tiguan,2020,2.8,Diesel,18341.63
BMW,3 Series,2019,4.8,Electric,57272.6
Audi,Q7,2020,1.2,Diesel,36751.17
Honda,Pilot,2016,4.4,Hybrid,63794.37
Mercedes-Benz,GLA,2011,1.1,Diesel,43018.16
Volkswagen,Jetta,2018,3.9,Electric,76836.95
Toyota,Highlander,2018,2.9,Hybrid,76557.72
Nissan,Murano,2016,1.3,Petrol,54312.59
Chevrolet,Malibu,2014,2.6,Electric,41716.03
Audi,A3,2017,2,Hybrid,52274.37
Hyundai,Sonata,2010,1.3,Hybrid,61403.49
Audi,A6,2013,4.5,Diesel,45653.09
Hyundai,Sonata,2017,4.8,Petrol,45683.81
Mercedes-Benz,S-Class,2011,2.1,Electric,79492.88
Toyota,Corolla,2014,2.9,Electric,25752.33
Ford,Focus,2018,2.2,Electric,59346.26
Ford,Explorer,2017,1.8,Hybrid,35618.19
Hyundai,Kona,2011,4.1,Diesel,26758.47
Audi,Q5,2013,1.2,Hybrid,27448.45
Toyota,RAV4,2019,3.5,Petrol,35612.92
Mercedes-Benz,C-Class,2013,4.1,Electric,69392.57
Honda,Civic,2013,4.6,Electric,43368.46
Toyota,Prius,2012,3.5,Petrol,34634.14
Mercedes-Benz,GLC,2010,1.5,Hybrid,29684.65
Honda,Pilot,2014,3.3,Diesel,25530.46
Mercedes-Benz,GLC,2015,1.7,Electric,66389.26
Toyota,Corolla,2012,4.2,Diesel,18021.19
Ford,Fiesta,2015,3.8,Diesel,60445.92
Chevrolet,Impala,2018,3.9,Diesel,69058.73
Ford,Fiesta,2014,3.5,Diesel,43635.56
Toyota,Camry,2010,2.1,Diesel,44681.63
Audi,Q5,2020,3.1,Electric,49915.98
Toyota,Highlander,2010,3.6,Electric,28231.06
Nissan,Altima,2012,4.6,Diesel,38559.59
Audi,Q7,2012,3.6,Electric,43418.23
Nissan,Murano,2014,3.7,Hybrid,33717.54
Audi,Q7,2010,1,Petrol,76128.04
Audi,Q7,2011,3.3,Petrol,42385.45
Audi,Q5,2017,4.5,Hybrid,70602.08
Mercedes-Benz,GLC,2020,3.1,Hybrid,21542.71
Chevrolet,Tahoe,2014,3.3,Electric,57508.78
Volkswagen,Jetta,2011,1.9,Diesel,21529.06
Audi,A4,2015,1.7,Electric,68322.17
Nissan,Rogue,2020,2.3,Hybrid,65214.63
Mercedes-Benz,GLC,2011,4.6,Hybrid,37516.16
Honda,Pilot,2010,4.2,Electric,55588.09
Honda,Pilot,2014,1.3,Diesel,38228.76
Volkswagen,Golf,2018,2.9,Electric,26379.38
Toyota,Highlander,2015,1.1,Hybrid,55833.51
Ford,Focus,2012,4.3,Diesel,51674.96
Nissan,Sentra,2018,1.4,Diesel,51003.75
Volkswagen,Atlas,2015,5,Hybrid,58540.79
Chevrolet,Malibu,2017,3.5,Petrol,35779.29
Hyundai,Kona,2017,4.5,Diesel,68053.21
Mercedes-Benz,C-Class,2015,1.9,Electric,66814.17
BMW,3 Series,2013,2.8,Diesel,70105.13
Ford,Mustang,2019,2.1,Diesel,23865.5
Ford,Focus,2011,2.2,Petrol,70905.38
BMW,X5,2015,3.8,Petrol,63710.5
Nissan,Altima,2017,2.4,Hybrid,15497.11
Hyundai,Tucson,2019,2.1,Electric,73320.2
Toyota,Prius,2011,3.2,Diesel,42523.81
Audi,A6,2018,4.8,Hybrid,30873.95
BMW,X5,2018,1.4,Petrol,63739.01
Nissan,Rogue,2015,2,Petrol,64053.67
Nissan,Murano,2015,4.5,Hybrid,37566.04
Nissan,Altima,2020,1.4,Petrol,18521.07
Audi,Q5,2019,1.4,Diesel,79583.96
Audi,A4,2016,2.7,Electric,70070.65
Volkswagen,Jetta,2015,2.3,Hybrid,24224.64
Audi,A3,2012,3.2,Electric,76393.43
Nissan,Altima,2018,1.2,Petrol,45920.58
Honda,Accord,2018,4.5,Electric,32398.18
Chevrolet,Malibu,2019,2.2,Diesel,58152.05
Hyundai,Sonata,2019,3,Diesel,18597.24
Volkswagen,Tiguan,2018,1.5,Hybrid,70203.74
Nissan,Murano,2012,4.3,Electric,55769.6
Volkswagen,Atlas,2015,3,Petrol,69099.11
Nissan,Versa,2010,4.3,Diesel,55286.05
Nissan,Murano,2012,3.8,Petrol,61423.85
Hyundai,Elantra,2019,2.6,Electric,52119.9
Audi,Q7,2010,3.5,Electric,79804.08
Nissan,Rogue,2016,2.1,Diesel,39249.17
Toyota,Highlander,2013,2.9,Diesel,52403.85
Audi,Q7,2019,2,Electric,26180.93
Hyundai,Sonata,2010,1.8,Diesel,38815.55
Ford,Explorer,2010,1,Hybrid,58975.24
Mercedes-Benz,S-Class,2014,3,Petrol,16668.07
Chevrolet,Malibu,2016,1.1,Electric,70586.65
Nissan,Sentra,2020,4.8,Electric,16833.52
Toyota,Highlander,2015,2.8,Hybrid,45507.98
Audi,A4,2017,3.4,Diesel,57673.3
Volkswagen,Passat,2015,2.5,Diesel,38829.41
Nissan,Sentra,2014,4.6,Electric,64363.89
Nissan,Murano,2012,1.6,Hybrid,71755.46
BMW,5 Series,2016,3.1,Hybrid,77641.78
Ford,Fiesta,2013,2.8,Hybrid,45143.99
BMW,5 Series,2020,4.3,Petrol,33037.43
Hyundai,Kona,2020,3.9,Petrol,17598.93
Toyota,RAV4,2011,1.1,Electric,77654.04
Hyundai,Santa Fe,2017,4.6,Hybrid,29883.69
Audi,Q5,2013,4.2,Diesel,54401.95
Volkswagen,Jetta,2019,1.4,Diesel,41278.2
Hyundai,Kona,2017,4.3,Electric,23376.09
Toyota,Prius,2014,1.7,Hybrid,56587.19
Nissan,Altima,2019,3.3,Diesel,79333.34
BMW,3 Series,2011,2.5,Hybrid,74627.49
Toyota,Highlander,2012,4.3,Electric,52711.33
Chevrolet,Equinox,2017,5,Electric,75900.1
Mercedes-Benz,GLC,2012,4.2,Petrol,33459.11
Honda,Pilot,2013,3.7,Hybrid,76057.08
Volkswagen,Golf,2019,1.3,Diesel,46270.91
Volkswagen,Passat,2019,4,Electric,18132.79
Toyota,Highlander,2013,3.7,Electric,51452.2
Volkswagen,Golf,2010,2.4,Electric,27367.97
Nissan,Sentra,2020,2.6,Diesel,69604.04
Volkswagen,Golf,2015,3.7,Petrol,74674.54
Ford,Fiesta,2018,4.1,Petrol,49137.8
Audi,A3,2010,2.4,Hybrid,68939.47
Toyota,Camry,2013,2,Electric,56116.14
Ford,F-150,2020,3.7,Hybrid,67629.88
Hyundai,Kona,2015,2.7,Electric,69987.98
Audi,A4,2016,3.7,Hybrid,53799.24
Volkswagen,Golf,2013,3.1,Electric,73081.85
BMW,X3,2010,2.8,Electric,72267.04
Mercedes-Benz,E-Class,2017,4.3,Hybrid,24833.2
BMW,7 Series,2020,2.5,Petrol,17740.64
Nissan,Murano,2011,1.7,Electric,70638.48
Nissan,Murano,2018,1.1,Diesel,52833.76
Nissan,Altima,2014,2.1,Hybrid,64062.17
Ford,Fiesta,2019,1.6,Electric,19730.9
Audi,Q7,2010,4.7,Petrol,35903.54
BMW,5 Series,2013,3.7,Electric,46125.72
Toyota,Corolla,2014,1,Petrol,57880.9
Honda,Accord,2017,2,Electric,39600.82
Honda,Fit,2014,2.8,Hybrid,60635.24
Volkswagen,Tiguan,2019,2.3,Electric,21807.74
Hyundai,Santa Fe,2010,1.5,Electric,70355.36
Nissan,Murano,2014,2,Hybrid,16111.26
Chevrolet,Impala,2011,2.7,Petrol,58386.72
Volkswagen,Tiguan,2020,4.3,Petrol,68741.72
Volkswagen,Passat,2012,5,Hybrid,57558.56
Hyundai,Tucson,2010,2.7,Petrol,33939.71
Ford,F-150,2012,4.5,Hybrid,28417.14
Mercedes-Benz,GLA,2019,1,Hybrid,41232.43
Hyundai,Sonata,2020,3.9,Petrol,49387.85
Audi,A4,2014,4.4,Diesel,26828.4
Ford,Fiesta,2017,1.7,Hybrid,49194.39
Nissan,Rogue,2019,1.8,Hybrid,47478.97
Ford,F-150,2013,2.1,Petrol,66067.67
Honda,Pilot,2016,3.1,Diesel,23156.78
BMW,X3,2015,4.5,Petrol,55540.92
Honda,CR-V,2017,3.9,Petrol,16802.8
Chevrolet,Spark,2010,4.9,Hybrid,40449.13
Mercedes-Benz,S-Class,2013,1.2,Hybrid,26997.67
Ford,Focus,2014,1,Electric,18045.81
Toyota,Prius,2019,5,Electric,62018.92
Honda,CR-V,2020,2.7,Petrol,16141.97
Chevrolet,Equinox,2015,4.1,Diesel,40848.54
Audi,Q7,2012,1.5,Petrol,65425.17
Chevrolet,Tahoe,2012,3.4,Hybrid,25035.27
Mercedes-Benz,GLA,2018,3.9,Petrol,17503.72
Honda,Pilot,2015,4,Petrol,40525.12
Volkswagen,Passat,2017,1.1,Electric,25789.38
BMW,3 Series,2010,4.1,Electric,25756.83
BMW,X5,2011,1.9,Electric,20706.56
Mercedes-Benz,C-Class,2011,2.3,Hybrid,31026.45
Toyota,Highlander,2018,5,Diesel,26772.08
Mercedes-Benz,GLC,2015,4,Hybrid,32723.78
Mercedes-Benz,GLC,2016,3.7,Electric,17902.98
Audi,Q7,2016,3.6,Electric,22186.88
Mercedes-Benz,C-Class,2018,3.9,Petrol,72987.2
Audi,A4,2019,2.7,Hybrid,75062.76
Toyota,RAV4,2019,2.2,Hybrid,73933.82
Ford,Fiesta,2015,1.9,Diesel,77529.67
BMW,7 Series,2015,4.4,Diesel,76076.29
Volkswagen,Tiguan,2016,2.6,Petrol,78105.78
Hyundai,Tucson,2013,1.9,Electric,55089
Chevrolet,Malibu,2020,4.3,Diesel,72401.76
Audi,Q7,2017,4,Petrol,36566.71
Hyundai,Santa Fe,2015,3.4,Petrol,59764.24
Honda,Fit,2016,3.5,Electric,56108.14
Hyundai,Tucson,2010,2.6,Diesel,74627.52
Ford,Explorer,2012,3.6,Petrol,75750.59
Chevrolet,Malibu,2015,1.7,Petrol,18490.84
Chevrolet,Spark,2017,4.6,Petrol,53953.51
Chevrolet,Impala,2017,1.4,Diesel,55402.23
Hyundai,Tucson,2011,2.4,Diesel,30953.82
Mercedes-Benz,S-Class,2015,4.5,Diesel,35275.17
Audi,Q5,2017,4.4,Diesel,67758.34
Honda,CR-V,2013,3.3,Hybrid,64447.49
Ford,Mustang,2015,4.4,Petrol,71108.42
Toyota,Camry,2018,3.5,Hybrid,52906.33
Ford,Explorer,2013,3.2,Diesel,55012.11
Volkswagen,Tiguan,2014,4.8,Electric,67863.35
Honda,Accord,2019,2.3,Diesel,16442.43
Hyundai,Santa Fe,2014,3.1,Hybrid,70356.3
Ford,Focus,2010,3,Petrol,53321.38
BMW,5 Series,2014,4.5,Hybrid,26277.31
BMW,5 Series,2020,4.1,Diesel,63939.92
Honda,Pilot,2011,1.2,Electric,30174.48
Honda,CR-V,2013,4.2,Hybrid,40281.25
Audi,Q5,2019,2.1,Electric,75533.29
Honda,Fit,2015,2.3,Diesel,51648.77
Nissan,Altima,2015,3.3,Hybrid,55832.32
Toyota,Highlander,2019,3.1,Petrol,49811.53
Honda,Accord,2016,4.2,Petrol,20955.38
Volkswagen,Passat,2012,4.1,Petrol,70866.18
Hyundai,Kona,2016,4,Hybrid,40404.24
Volkswagen,Tiguan,2020,4.5,Electric,47278.82
Ford,Explorer,2011,2.5,Electric,46523.8
Hyundai,Elantra,2012,1.7,Petrol,47371.24
Toyota,RAV4,2013,4.2,Diesel,42844.59
Volkswagen,Atlas,2017,3.5,Hybrid,64676.3
Ford,F-150,2014,2.9,Petrol,23673.48
Ford,Fiesta,2014,3.8,Diesel,79816.47
Ford,F-150,2017,2.8,Diesel,41927.81
Hyundai,Tucson,2010,1.7,Diesel,58434.86
Chevrolet,Tahoe,2010,3.7,Petrol,17293.69
Nissan,Versa,2018,3.9,Electric,48827.11
Ford,Explorer,2014,2.4,Hybrid,79476.65
Chevrolet,Spark,2015,1.1,Hybrid,79269.14
Audi,Q5,2010,4.1,Diesel,31805.39
Volkswagen,Golf,2018,1.2,Hybrid,39879.59
Hyundai,Kona,2015,2.5,Electric,38261.39
Hyundai,Kona,2017,1.4,Hybrid,45100.79
Chevrolet,Spark,2011,1.3,Electric,34351.57
Chevrolet,Tahoe,2010,3.3,Petrol,18101.03
Ford,Fiesta,2020,3.7,Hybrid,43476
Hyundai,Tucson,2016,2.5,Petrol,45679.27
Chevrolet,Tahoe,2017,1.5,Petrol,63219.79
Mercedes-Benz,C-Class,2010,4.9,Petrol,52853.65
Toyota,Prius,2019,1.4,Hybrid,42850.36
Ford,Mustang,2018,1.2,Diesel,26252.21
Hyundai,Kona,2014,3.1,Electric,75896.94
BMW,X3,2013,2.7,Diesel,58006.18
Nissan,Altima,2010,2.4,Electric,62951.31
Chevrolet,Malibu,2017,1.1,Hybrid,63055.36
Ford,Mustang,2010,3.1,Petrol,19141.75
Hyundai,Sonata,2012,3.3,Diesel,35284.79
Chevrolet,Equinox,2012,3.5,Electric,30351.97
Toyota,Prius,2010,4.7,Diesel,29724.27
BMW,3 Series,2019,1.5,Electric,22253.08
Toyota,Prius,2015,2.9,Electric,19811.42
Hyundai,Tucson,2020,4.1,Diesel,47515.46
Honda,Accord,2011,4.6,Hybrid,68927.86
Ford,Mustang,2014,2.8,Petrol,69560.01
Honda,Pilot,2016,3.5,Petrol,52411.49
BMW,X5,2017,2.9,Petrol,75370.79
Ford,Focus,2011,2.3,Hybrid,47566.48
BMW,5 Series,2010,4.2,Petrol,68342.37
Honda,Civic,2019,4,Petrol,54828.09
Nissan,Rogue,2019,2.6,Petrol,49772.1
Honda,Fit,2013,1.1,Diesel,46718.11
Nissan,Altima,2018,2.2,Petrol,35733.18
BMW,7 Series,2018,3.7,Hybrid,19354.99
Nissan,Sentra,2018,2.5,Hybrid,60985.62
BMW,X5,2012,2.1,Diesel,76500.99
Chevrolet,Tahoe,2012,3.2,Petrol,70552.85
Chevrolet,Spark,2011,1.7,Petrol,50937.99
Mercedes-Benz,E-Class,2020,2.3,Diesel,22352.71
Ford,F-150,2018,1.3,Hybrid,47528.94
Volkswagen,Passat,2016,2.3,Diesel,66618.04
BMW,X5,2019,1.7,Hybrid,16671.63
Hyundai,Kona,2014,3.5,Hybrid,20933.58
